Actual SR Type,Predicted,Data
CAN,RIO,"HELLO, I'M WORKING WITH AN SBRIO 9636 TO TRY AND INTERFACE WITH A CAN CONTROLLER CHIP (MCP2515) VIA SPI. WHILE I'VE BEEN ABLE TO GET THE RIO TO SEND SPI DATA OUT, IT APPEARS THAT THE LABVIEW CODE ISN'T RUNNING NEARLY FAST ENOUGH TO EFFECTIVELY COMMUNICATE WITH ANOTHER DEVICE. I'VE ATTACHED A COUPLE OF SCREENSHOTS DEMONSTRATING THE ISSUE I'M HAVING. ADDITIONALLY, I'VE ALSO ATTACHED AN EXAMPLE OF AN INSTRUCTION I'M TRYING TO SEND TO THE MCP2515.ESSENTIALLY, IT LOOKS LIKE THE CODE HAS A LOT OF OVERHEAD THAT IT HAS TO PROCESS BEFORE MOVING ON TO THE NEXT INSTRUCTION. BASED ON THE TIMING, IT'S TAKING AROUND 12.5MS TO SEND SUCCESSIVE BYTES OF DATA OVER THE SPI BUS. IS THIS A LIMITATION OF THE HARDWARE, OR IS THERE ANOTHER WAY TO PROGRAM THIS SO THAT IT OPERATES FASTER?ONE THOUGHT I HAD WAS TO TRY AND IMPLEMENT IT IN THE FPGA. I KNOW THAT THIS RIO BOARD HAS A FAIRLY CAPABLE FPGA, AND WHILE I'VE CONFIGURED THE FPGA VI TO SET CERTAIN OUTPUT PINS FOR SPI, I WAS UNABLE TO GET ANY OUTPUT WHEN I TRIED TO WRITE DATA FROM THE FPGA VI.PLEASE LET ME KNOW IF WHAT I'M TRYING TO DO IS POSSIBLE AND IF SO, HOW TO GO ABOUT IT. ! REGARDS,-TREVOR GIBSON LABVIEW FPGA MODULE VERSION 2013 RECONFIGURABLE I/O (RIO) DEVICE SBRIO-9636"
CAN,CAN,"OUR PXI 1045 RACK INCLUDES 9 PXI-8512 XNET CAN CARDS. WE HAVE EIGHT OF THESE SYSTEMS. THE CARDS ARE INSTALLED IN PORTS 7 THROUGH 15. IN MAX, THERE ARE TWO SECTIONS WHERE THE CARDS SHOW UP. NI-CAN DEVICES AND PXI-1045 ""CHASSIS 1"". SEE THE ATTACHED RTF FILE. FROM THE FACTORY THESE TWO WERE NOT CORRELLATED. SO STARTING AT SLOT 7 WE CHANGE THE PORT NAMES IN THE PXI-1045 ""CHASSIS 1"" SECTION TO CAN1, CAN2, ETC THEN FIND THE SERIAL NUMBER FOR EACH CARD. IN THE NI-CAN DEVICES SECTION YOU THEN NEED TO FIND THAT SERIAL NUMBER CARD AND CHANGE THE PROPERTIES FOR EACH PORT TO 'MATCH'. I USE QUOTES BECAUSE THE LOWER SECTION IS 1 BASED AND THE UPPER SECTION IS 0 BASED. SO CAN1 LOWER BECOEMS CAN0 UPPER. YOU THEN DO A SAVE ALL AND EVERYTHING IS OK. WE HAVE EIGHT OF THESE SYSTEMS AND I HAVE DONE THIS LITERALLY DOZENS OF TIMES BECAUSE FOR SOME UNKNOWN REASON THEY OCCASSIONALLY BECOME UNMAPPED. IT DOES NOT SEEM THAT THIS INFO IS EXPORTED WITH EITHER THE NCE OR NCD FILES, AND I CANNOT FIND A WAY TO PROGRAMMATICALLY FIX IT. 3 OF OUR TESTERS ARE OUT OF THE COUNTRY AND WHEN IT HAPPENS ON THOSE IT IS A MAJOR ISSUE TO GET REPAIRED.  ANY HELP WOULD BE APPRECIATED. , RICK IN THE OTHER CAN DEVICE NI-XNET PXI CAN"
CAN,RIO,"THE CODE IN THE ATTACHED IMAGE GIVES US ERRORS 65539 AND 65538 ON THE ""CAN READ"" LOOP.  I HAVE TRIED SEPARATING THE CHANNELS AND HAVE SEEN SAME ISSUES.  NOT SURE WHAT IS THE CORRECT TECHNIQUE. LABVIEW FPGA MODULE VERSION 2014 CAN DEVICE CAN-9853"
CAN,CAN,"I AM USING THE PXI-8513 TO COMMUNICATE WITH A CAN PORT ON A DSP CHIP. EVERYTHING IS WORKING CORRECTLY, EXCEPT THAT WE'RE HAVING SOME TIMING ISSUES WITH WHEN THE 8513 IS TRANSMITTING AND WHEN THE DSP TRIES TO READ. MOST OF THE TIME IT WORKS, BUT SOMETIMES THE DSP TRIES TO READ BEFORE THE 8513 HAS TRANSMITTED. WHEN DOES COMMTRIGGER FIRE? OR, IS THERE ANOTHER SIGNAL I CAN USE TO INDICATE TO THE DSP THE WRITE HAS OCCURRED?  CAN DEVICE NI-XNET PXI CAN"
CAN,CAN,"USING THE XNET 1.7 API WITH LABVIEW 2012, I AM TRYING TO WRITE AN APPLICATION THAT CAN SEND AND RECEIVE DIAGNOSTIC FRAMES.  I HAVE THE DIAGNOSTIC FRAMES DEFINED IN MY .LDF FILE, BUT IS THERE ANY MORE I NEED TO DO TO GET COMMUNICATION TO WORK?  ATTACHED IS THE .LDF FILE I AM USING. LABVIEW PROFESSIONAL DEVELOPMENT SYSTEM VERSION 2012 SP1 CAN DEVICE NI-XNET PXI LIN"
CAN,CAN,"I HAVE AN USB LIN CARD WITH XNET DATABASE, IS THIS POSSIBLE? LABVIEW FULL DEVELOPMENT SYSTEM VERSION 2012 CAN DEVICE USB-LIN"
CAN,CAN,"WE ARE CONFIGURING HARDWARE ON THREE IDENTICAL PCS WITH PCI-8512 AND PCI-8516 CARDS.  WE ARE HAVING AN ISSUE WHERE IF ONE OF THOSE CARDS IS PLACED IN A PARTICULAR PCI SLOT, IT WILL FAIL ITS SELF TEST WITH ""CODE 4"" AS THE FAILURE CODE.  IF THE CARD IS MOVED TO A DIFFERENT PCI SLOT, IT FUNCTIONS CORRECTLY.  WE NEED TO CONTACT OUR PC MANUFACTURER FOR SUPPORT AS WELL, BUT WE WANTED TO VERIFY WHAT CAN CAUSE A ""CODE 4"" FAILURE TO OCCUR.  WE ARE USING LABVIEW 8.6 WITH XNET 1.5 (AS THAT IS THE LATEST VERSION THAT SUPPORTS 8.6). LABVIEW PROFESSIONAL DEVELOPMENT SYSTEM VERSION 8.6 CAN DEVICE NI-XNET PCI CAN"
CAN,Serial,"USING THE NI CAN USB HARDWARE AND A LOOPBACK PROGRAM THAT I FOUND ON NI'S WEBSITE, I AM TRYING TO CREATE A LOOPBACK USING A SINGLE CAN USB CONVERTER. SINCE THE SAME USB/ CAN0 PORT IS USED FOR SENDING AND RECEIVING, I NEED TO HAVE SOME DELAY BEFORE I RECEIVE THE DATA.IS THIS POSSIBLE ? LABVIEW BASE DEVELOPMENT SYSTEM VERSION 2013 CAN DEVICE NI-CAN"
CAN,CAN,"DUPLICATE ENTRY ON XNET BUS MONITORSTEPS TO REPRODUCE:1. ON AN NI8517 FLEXRAY CARD, CONNECT FLEXRAY 1 TO FLEXRAY 2. 2. SETUP FLEXRAY FRAME THAT TRANSMITS DATA ONLY ON BUS B. 3. OPEN 2 INSTANCES OF THE XNET BUS MONITOR.  SET THE FIRST ONE TO BE FLEXRAY 2 AND A COLDSTART NODE.  SET THE SECOND ONE TO BE FLEXRAY 1 AND TO BE SUBORDINATE.  ALSO SELECT 'LOG TRANSMITTED FRAMES' ON THE SECOND MONITOR. 4. TRANSMIT FRAME DATA OUT OF FLEXRAY 1 INTERFACE ON BUS B.5. YOU SHOULD SEE THE DATA IN BOTH MONITORS BUT IN THE MONITOR FOR FLEXRAY 1 YOU WILL SEE DATA FOR BOTH BUS A AND B.  SEE ATTACHMENT FOR SCREEN SHOTS. OTHER FLEXRAY DEVICE NI-XNET PXI FLEXRAY"
CAN,CAN,I AM USING THE PCI-8512 CAN MODULE TO SEND OUT TIME-STAMPED CAN MESSAGES FROM A LOG. IS THERE A WAY I CAN LOAD ALL THESE MESSAGES IN A BUFFER AND LET THEM TRANSMIT AUTOMATICALLY BASED ON THERE TIMESTAMP. WOULD USING A DATABASE DO THIS AND ARE THERE EXAMPLES OF THIS? IT TAKES MUCH OF MY PROCESSOR TIME TO READ MY LOG AND SEND OUT ONE MESSAGE AT A TIME BASED ON THEIR TIMESTAMP. SISTEMA DI SVILUPPO FULL VERSION 2013 CAN DEVICE NI-XNET PCI CAN
CAN,CAN,"USING USB-8476.  USING NCSETATTR.VI, I SET THE CHECKSUM TYPE =1, FOR ENHANCED CHECKSUM.  SO, USING NCWRITENET TO WRITE 3 BYTES OF DATA, I SET 'DATALENGTH' = 3.  MY QUESTION IS: SINCE I HAVE INDICATED ENHANCED CHECKSUM, WILL A 4TH BYTE, THE CHECKSUM BYTE, BE SENT BY THE WRITE VI, WITHOUT ANY FURTHER INTERVENTION ON MY PART?  I BELIEVE THIS TO BE TRUE, BUT I DID NOT FIND THAT INDICATED IN ANY DOCUMENTATION. LABVIEW PROFESSIONAL DEVELOPMENT SYSTEM VERSION 2012 SP1 CAN DEVICE USB-LIN"
CAN,GPIB,"IT APPEARS THAT IF FOR SOME REASON THE APPLICATION COMMUNICATING WITH THE PCI-CAN/2 BOARD DOES NOT SHUTDOWN GRACEFULLY (FOR ANY REASON, INCLUDING LV CRASHING!), IT BECOMES UNUSABLE. ANY FURTHER ATTEMPTS TO CONNECT TO THE BOARD RESULT IN ERROR 0XBFF62110 (SEE ATTACHMENT.) NEITHER MAX CAN ""TALK"" TO THE CARD. WHAT TO DO? PLEASE DON'T SAY ""REBOOT""... .   CAN DEVICE PCI-CAN SERIES 2"
CAN,LabWindows_CVI,"HELLO,HELLO,  I USE LABVIEW2012SP1 I DEVELOPED ON WINDOWS XP SP3. I BOUGHT (NI-INDUSTRIAL COMMUNICATIONS FOR DNP3 2.1). WHEN I RUN MY VI ON WINDOWS XP EVERYTHING IS CORRECT. BY CONS, WHEN I TRY THE VI ON MY WINDOWS 7 32-BIT PXI, I AM FOLLOWING MESSAGE:  DNP3 APPLICATION DISTRIBUTION IS NOT SUPPORTED ON THE WINDOWS PLATFORM.  ! LABWINDOWS/CVI FULL DEVELOPMENT SYSTEM VERSION 2012 SP1 PXI/COMPACTPCI DEVICE PXI-8115"
CAN,CAN,"I AM NEW TO CAN AND AM TRYING TO SET UP AN INTERFACE TO A BATTERY CONTROLLER.  MAX SHOWS THE UNIT, SUCCESSFULLY RUNS A SELF TEST, AND CAN ACTIVATE ITS LIGHTS, BUT THE BUS MONITOR PRODUCES AN ERROR ABOUT BUS POWER.  I'VE RECEIVED THIS SAME MESSAGE WHEN TRYING TO USE THE NI-XNET VIS IN LABVIEW.  RUNNING A TEST PANEL ON ONE OF THE DEFAULT CHANNELS (WHICH THE DEVICE IS SAID TO UNDERSTAND) PRODUCES ERROR 0XBFF62028.  CAN DEVICE NI 9862"
CAN,CAN,WHAT VERSION OF XNET FOR LV2013 DO I NEED LABVIEW FULL DEVELOPMENT SYSTEM VERSION 2013 CAN DEVICE PCI-CAN SERIES 2
CAN,CAN,"IF THE NI-CAN NETWORK OBJECT IS CONFIGURED TO ""START ON OPEN"" AND A FRAME OBJECT IS CONFIGURED IN ""TRANSMIT PERIODIC MODE"" THEN UNDER CERTAIN CONDITIONS, NI CAN WILL SEND THE TRANSMIT BUFFER ONCE AND THEN CONTINUE SENDING ONLY THE FINAL MESSAGE IN THE TRANSMIT BUFFER INDEFINITELY (I.E. IT ACTS LIKE IT IS OPERATING IN ""TRANSMIT DATA PERIODICALLY"" MODE)..  THE EXPECTED BEHAVIOR IN ""TRANSMIT PERIODIC WAVEFORM"" MODE IS FOR NI-CAN TO REPEAT THE ENTIRE CONTENTS OF THE TRANSMIT BUFFER, RATHER THAN JUST THE LAST FRAME. AS A WORK-AROUND, I'VE FOUND THAT NI-CAN TRANSMITS THE CORRECT DATA IF I CHANGE THE ORDER OF MY OPERATIONS SO THAT I OPEN THE NETWORK OBJECT BEFORE I OPEN THE FRAME OBJECT OR IF I SET ""START ON OPEN"" TO FALSE FOR THE FRAME OBJECT AND THEN EXPLICITLY START THE NETWORK OBJECT AFTER I SETUP MY FRAME OBJECT.STEPS TO REPRODUCE:1. OPEN THE ATTACHED VI. 2. CHANGE THE CAN PORT AND FRAME TO A PORT PRESENT IN YOUR SYSTEM AND AN ARBITRATION ID WHICH WILL NOT CONFLICT WITH OTHER ID'S ON YOUR NETWORK. 3. RUN THE VI. 4.USING NI-CAN BUSMONITOR, OR A SIMILAR TOOL, OBSERVE THE CAN FRAMES SENT BY THIS VI. 5.PRESS ""STOP PROGRAM"" TO STOP THE PROGRAM. LABVIEW FULL DEVELOPMENT SYSTEM VERSION 2011 SP1 CAN DEVICE PXI-CAN SERIES 2"
CAN,CAN,"I NEED TO SEND AND FECEIVE DIAGNOSTIC ID FRAMES TO A LIN BUS DEVICE.  I AM TRYING TO USE THE NI-XNET SOFTWARE AND NI-8966 CDAQ HARDWARE IN LABVIEW TO COMMUNICATE WITH MY DEVICE.  I BELIEVE I CAN USE THE ""MASTERREQ"" AN ""SLAVERESP""  AS SETUP IN THE NIXNET_EXAMPLELDF FILE (AS SHOWN IN THE NI-XNET DATABASE EDITOR AS MY DIAGNOSTIC FRAMES ARE TYPICALLY NO MORE THAN ONE OR TWO PAYLOADS OF EIGHT BYTES EACH.   I SET UP THE ""LIN FRAME OUTPUT QUEUED SESSION"" USING THE NI-XNET SESSION SETUP UTILITY TO SEND THE BYTE(S) USING THE ""MASTERREQ"" LIN FRAME AS IT IS MY UNDERSTANDING THAT IT IS PRECONFIGURED AS A DIAGNOSTIC ID OF 60 (X3C).  LIKEWISE I SET UP THE ""LIN FRAME INPUT QUEUED SESSION USING THE NI-XNET SESSION UTILITY TO RECEIVE THE RESPONSE BYTE USING THE ""SLAVEREQ"" LIN FRAME, WHICH, AGAIN, I UNDERSTAND TO BE PRECONFIGURED WITH A DIAGNOSTIC ID OF 61 (X3D).   AS A TYPICAL EXAMPLE, ONE OF THE FOLLOWING MESSAGES I NEED TO SEND (TWO GROUPS OF EIGHT) TO THE DUT ARE AS SHOWN BELOW. UPON SUCCESS, I EXPECT THE DUT TO BE PLACED INTO A SPECIFIC TEST MODE  (THIS IS JUST ONE EXAMPLE OF ABOUT A DOZEN OR SO MORE SUCH COMMANDS) (DIR ID)   DATA (IN HEX)  (TX  3C)   61 10 07 31 01 F0 00 A0  (TX  3C)   61 21 05 02 FF FF FF FF   AND I WOULD EXPECT A POSITIVE RESPONSE TO BE SOMETHING LIKE THE FOLLOWING EIGHT BYTES (RX  3D)   61 04 71 01 F0 00 FF FF USING THE EXAMPLE ""LIN FRAMED OUTPUT QUEUED (SESSION).VI"" TO SEND THE TWO ""PAYLOADS"" OF EIGHT BYTES EACH, I DO NOT GET ANY ERRORS, HOWEVER, I DO NOT SEE ANY TRAFFIC ON THE LIN BUS USING THE ""NI-XNET BUS MONITOR"" UTILITY. LIKEWISE WHEN I EXECUTE THE ""LIN FRAMED INPUT QUEUED (SESSION).VI"" I DO NOT GET ANY RESPONSE OR ERRORS. MY QUESTION IS CAN THIS SETUP (USING THE NI-XNET AND NI-9866) BE USED FOR THESE TASKS DESCRIBED ABOVE AND, IF SO, HOW SHOULD I SETUP AN NI-XNET DATABASE AND THE FRAMED OUTPUT/INPUT SESSIONS OTHER THAN I DESCRIBED HERE TO ACCOMPLISH THIS TASK SUCCESSFULLY?  OTHER OTHER"
CAN,CAN,"AFTER UPGRADING OUR OPERATING SYSTEM FROM WINDOWS XP TO WINDOWS7(64 BIT), WE ARE SEEING AN ERROR USING THE NI-8451X. LOOKING INTO THE .DLL, IT SHOWS THAT ALL THE CASE STRUCTURES ( ONE VI THAT I NOTED THIS ON WAS THE NI DEVICE REFERENCE CLOSE) DISAPPEARED WHEN WE UPDATED THE DRIVER WAS UPDATE TO 2.0 OR HIGHER. THIS IS CAUSING AN ERROR.ALSO THE I2C READ/WRITE VI IS NOT WORKING AS BEFORE. I WAS ABLE TO RESOLVE MY ISSUES BY DOWNGRADING THE DRIVER VERSION USED FROM 2.1.1 TO 1.1.3 LABVIEW PROFESSIONAL DEVELOPMENT SYSTEM VERSION 2010 SP1 OTHER"
CAN,CAN,I WOULD LIKE TO PROGRAMMATICALLY IMPORT A DBC FILE TO READ SIGNALS.  I READ WHITE PAPER 4294 WHICH REQUIRES THE USER TO MANUALLY IMPORT A DBC FILE.  IN MY PROGRAM I NEED TO SWITCH BETWEEN DBC FILES.  HOW CAN I READ SIGNALS FROM A SPECIFIC DBC FILE? LABVIEW BASE DEVELOPMENT SYSTEM VERSION 2013 CAN DEVICE NI-CAN
CAN,CAN,"I RECENTLY GOT NI USB 8472 LOW SPEED CAN MESSAGE MODULE AND I AM TRYING TO READ CAN MESSAGE FROM GMLAN.  I AM CONFUSED WITH THE CONNECTION FOR THAT, USB 8472 HAS PIN 7 AS CAN_H, PIN 2 AS CAN_L. MY ECU SIDE HAS GMLAN AND GROUND, ECU WORKS WITH 12V POWER.... HOW DO I MAKE CONNECTION HERE? ALSO DO I NEED TO USE ANY RESISTER 120 OHMS?? MY THIRD QUESTION IS... I AM ASSUMING IF I OPEN NI MAX, CAN0 BUS MONITOR, I SHOULD BE ABLE TO READ SOME MESSAGE FROM AUTOMOTIVE ECU? CAN SOME ONE HELP ME WITH IT PLEASE..  IN ADVANCE. LABVIEW BASE DEVELOPMENT SYSTEM VERSION 2013 CAN DEVICE CAN-USB"
CAN,CAN,"I AM TRYING TO GENERATE THE CAN ERRORS: BIT ERROR, STUFF ERROR, CRC ERROR, FORM ERROR, AND ACKNOWLEDGMENT ERROR, TO TEST OUR ECU'S DETECTION OF THESE CAN ERRORS.  THESE ERRORS ARE DEFINED IN THE NI-XNET HARDWARE AND SOFTWARE MANUAL ON PAGE A-5. I AM SPECIFICALLY INTERESTED IN THE FOLLOWING LOWER LEVEL CAN CAPABILITIES OF THE PXI-8513: 	SEND AN INVALID OR MALFORMED CAN FRAME        O CHANGE THE NUMBER OF BITS SENT OUT IN THE FOLLOWING CAN BIT FIELDS,           SO AS TO CREATE AN INVALID OR MALFORMED CAN FRAME:              * ARBITRATION FIELD              * CONTROL FIELD              * DATA FIELD              * CRC FIELD              * ACK FIELD 	CAPABILITY TO ENABLE AND DISABLE BIT-STUFFING	FORCE THE TRANSMISSION OF CAN ERRORFRAMES WITH AN ACTIVE ERROR FLAG AND AN PASSIVE ERROR FLAG	DISABLE THE ACK OF CAN FRAMES	INVALIDATE THE CRC SEQUENCE IN THE CRC FIELD OF A TRANSMITTED CAN FRAME 	FORCE THE CAN BUS TO A DOMINATE OR RECESSIVE STATE IN THE NI-XNET HARDWARE AND SOFTWARE MANUAL, I DID FIND I COULD SET THE PROPERTY:  INTERFACE:CAN:LISTEN ONLY? TO DISABLE THE ACK OF CAN FRAMES.  HOWEVER, I DID NOT FIND ANY OTHER PROPERTIES OR FUNCTIONS THAT WOULD ENABLE ME TO CREATE THE OTHER CONDITIONS LISTED ABOVE.  WOULD IT BE POSSIBLE TO CREATE THESE OTHER CONDITIONS USING THE NI PXI-8513 XNET CANCARD? LABVIEW REAL-TIME MODULE VERSION 2011 CAN DEVICE NI-XNET PXI CAN"
CAN,CAN,"I GET ERROR -1074384547 ""YOU HAVE TRIED TO CREATE A SESSION USING A FRAME THAT IS INCOMPATIBLE WITH THE SELECTED SESSION TYPE. FOR EXAMPLE, YOU ARE USING A LIN DIAGNOSTIC FRAME WITH A SINGLE POINT OUTPUT SESSION.""  THIS HAPPENS WHEN I TRY TO CONNECT TO THE UUT. LABVIEW PROFESSIONAL DEVELOPMENT SYSTEM VERSION 2013 SP1 CAN DEVICE NI-XNET PXI LIN"
CAN,GPIB,NI_CAN IS WIDELY USED BUT YOU ONLY HAVE A 32 BIT VERSION.  WHO ON EARTH STILL RUNS A 32 BIT MACHINE?STEPS TO REPRODUCE:LOOK FOR A 64 BIT DRIVER.  THERE ISN'T ONE. LABVIEW BASE DEVELOPMENT SYSTEM VERSION 2013 CAN DEVICE USB-8473
CAN,CAN,"HI, IS IT POSSIBLE TO DO A SELF-TEST PROGRAMMATICALLY WITH THE XNET API IN LABVIEW?JUST LIKE THE SELF-TEST VI FOR DAQMX. IF SO, CAN YOU PLEASE POINT ME IN THE RIGHT DIRECTION TO IMPLEMENT THIS? , VINCENT LABVIEW PROFESSIONAL DEVELOPMENT SYSTEM VERSION 2010 CAN DEVICE NI-XNET PCI CAN"
CAN,Serial,"ONE QUICK QUESTION TO START OFF: MAX LISTS TWO CAN DEVICES UNDER DEVICES AND  INTERFACES, CAN0 AND CAN1, EVEN THOUGH THEY ARE THE SAME.  (SEE ATTACHED IMAGE.)  WHEN I START THE CAN PROGRAMMING, WHICH DO I REFERENCE?  THE DEVICE IM COMMUNICATING WITH HAS BOTH RS-232 AND CAN COMMUNICATION INTERFACES.  NOT WITHOUT SOME STRUGGLE, I WAS ABLE TO IMPLEMENT THEIR COMMAND REQUEST/RESPONSE PROTOCOL THROUGH THE RS-232 INTERFACE, AS I HAVE PAST FAMILIARITY WITH IT.  WRITING AND READING THE INDIVIDUAL STRING INFORMATION ENABLED ME TO SEE HOW THE COMMANDS HAD TO BE STRUCTURED SINCE THEIR INSTRUCTIONS ARE NOT PARTICULARLY CLEAR.  I CAN NOW ACCESS ALL OF THE NEEDED PARAMETERS VIA RS-232, BUT WHAT THAT LACKS RELATIVE TO CAN IS SPEED (19,200 BAUD VS. 500,000 BPS).  SINCE WE ARE LOOKING TO CAPTURE ~200 INDIVIDUAL MEASUREMENTS EVERY FEW SECONDS, I HAVE TO MAKE THE TRANSITION INTO CAN.  THE MESSAGE STRUCTURE IS DIFFERENT FOR CAN, BUT THE PROTOCOL IS MUCH THE SAME. I SEND A REQUEST FOR A SPECIFIC PIECE OF INFORMATION, AND THE DEVICE SENDS A RESPONSE, ALTHOUGH IT IS ALSO BROADCASTING SEVERAL GENERAL PARAMETERS PERIODICALLY.  THE LABVIEW EXAMPLES AND TUTORIALS THAT I HAVE LOOKED AT ALL SEEM TO BE AT A HIGHER LEVEL THAN WHERE I AM, AS I AM USED TO CREATING/SENDING AND RECEIVING/DECODING BINARY STRINGS, AND I DONT KNOW HOW TO DO THIS WITH CAN OR IF THAT IS THE WAY CAN WORKS.  THERE IS ALSO NO ESTABLISHED DATABASE OF PARAMETERS FOR THIS AS REFERENCED BY MANY OF THE EXAMPLES, ONLY A LIST OF COMMAND BYTES.  THE COMMAND SENT FROM THE HOST COMPUTER TO THE DEVICE STARTS WITH THE NORMAL CAN 11-BIT ID FIELD, WHICH WILL TAKE THE FORM 010 0000 0000 TO 010 0000 1111 (OR 0X200 TO 0X20F), DEPENDING ON THE SUBSYSTEM BEING ADDRESSED.  THE FOLLOWING RTR BIT WILL ALWAYS BE 0, AND THE DLC VALUE WILL SPECIFY 2 DATA BYTES TO FOLLOW: WHETHER CONTROLLER (0) OR SUBSYSTEM (1) REQUEST IN THE FIRST BYTE, AND THE INFORMATION REQUEST COMMAND IN THE SECOND BYTE.  THE RESPONSE WILL BE ALMOST A  DUPLICATE OF THE REQUEST, EXCEPT THAT THE INITIAL  2 WILL BECOME A 3 (SO 0X300 TO 0X30F), AND DLC WILL SPECIFY 4 BYTES WITH THE  EXTRA TWO CONTAINING THE RESPONSE DATA WORD.  IN SOME INSTANCES, THE DLC WILL  BE 6 OR 8 IF MORE FIELDS ARE PROVIDED.  THE REGULARLY BROADCAST DATA HAS THIS  STRUCTURE AS WELL.  AS AN EXAMPLE, IF I WANTED TO GET THE SYSTEM TEMPERATURE (COMMAND 0X08), I  WOULD SEND THE MESSAGE 0X200020008, AND EXPECT BACK THE MESSAGE 0X300040008740B  FOR A TEMPERATURE OF 20°C (0X0B74 = 2932; /10 = 293.2K; - 273.2 = 20°C)  THINKING OF ME AS A BABY TAKING HIS FIRST STEPS, CAN YOU POINT ME IN THE RIGHT  DIRECTION OF GETTING OVER THE INITIAL HURDLE OF IMPLEMENTING A DATA REQUEST AND  INTERPRETING THE RESPONSE WITH CAN?   LABVIEW PROFESSIONAL DEVELOPMENT SYSTEM VERSION 2013 SP1 CAN DEVICE NI 9862"
CAN,CAN,"I HAVE SEVERAL TEST FIXTURES WITH A USB-8451 DEVICE IN EACH. WHILE USING ONE, A THIRD PARTY USB DEVICE WITHIN THE FIXTURE CRASHED AND CAUSED AN ERROR IN MY LABVIEW PROGRAM WHICH WAS HANDLED CORRECTLY (IE. LABVIEW PROGRAM DIDN'T CRASH, BUT USB DEVICE FIRMWARE GOT MESSED UP). I EXITED THE PROGRAM, SWAPPED FIXTURES, AND STARTED IT UP AGAIN. THE PORTION OF THE CODE THAT COMMUNICATES WITH THE 8451 WAS NO LONGER ABLE TO DO SO DUE TO MAX HOLDING ONTO A REFERENCE TO THE OLD DEVICE. IN MAX, UNDER DEVICES, IT LISTED 2 USB-8451'S EVEN THOUGH ONLY 1 WAS PLUGGED IN. SINCE THE ID OF THE ONE THAT WAS NOT PLUGGED IN WAS FIRST IN THE LIST, MY PROGRAM ATTEMPTED TO COMMUNICATE WITH THAT ONE, EVEN THOUGH IT WASN'T ACTUALLY PRESENT. HOW CAN I GET RID OF THIS REFERENCE, REFRESH THE LIST, OR FORCE MAX TO REALIZE THAT DEVICE IS NOT ACTUALLY PRESENT? MORE IMPORTANTLY, CAN THIS BE DONE PROGRAMMATICALLY? STEPS TO REPRODUCE:UNKNOWN. SEE ABOVE. LABVIEW FULL DEVELOPMENT SYSTEM VERSION 2013 SP1 OTHER"
CAN,CAN,"THE DEVICE WE HAVE ARE NI 9862, NI 9171 AND THE CAN DEMO BOX. THE CAN IS CONNECTED WITH THE CHASSIS 9171 AND CONNECTED TO PC'S USB PORT. THE DEVICES HAS PASSED THE SELF-TEST IN NI-MAX. HOWEVER, I DIDN'T SEE ANY SIGNAL FROM THE BUS MONITOR. I GUESS THAT THE CAN IS NOT CONNECTED TO ANY SOURCE OF SIGNAL. THE ERROR MESSAGE ON THE NI BUS MONITOR ALSO INDICATED THAT THE DEVICE IS NOT POWERED UP. I'M WONDERING IF I COULD USE A CONNECTOR TO CONNECT THE CAN TO ANOTHER COMPUTER, OR OTHER SIGNAL GENERATING DEVICE.THEREFORE, LATER, I TRIED TO CONNECT THE CAN TO THE CAN DEMO BOX, WITH THE CHASSIS 9171 CONNECTED TO THE PC. I DIDN'T SEE ANY OUTPUT FROM THE DEMO BOX EITHER. IN THE USER'S GUIDE FOR THE CAN DEMO BOX, THERE IS A 68 PIN CONNECTOR, I DIDN'T USE THAT SO I'M WONDERING IF THAT 68 CONNECTOR IS NECESSARY OR THE NI 9171 DAQ IS INSTEAD ENOUGH FOR THE DEMO BOX. SO I GUESS THERE IS SOME PROBLEM IN THE MY SETTING OF THE DEMO BOX. ALL IN ALL, MY PROBLEM IS THAT HOW TO GET THE SIGNAL FROM NI 9862, FROM THE DEMO BOX OR OTHER DEVICE. I'M GOING TO USE THE CAN FOR MY PROJECT TO OBTAIN THE DATA FROM A HUGE STEERING COLUMN AND CURRENTLY I'D LIKE TO CONFIGURE THE DEVICE, LET THE CAN WORK WELL ON SOME SAMPLE SIGNALS OR SIMULATORS, IE. THE DEMO BOX AND THEN MOVE TO THE ACTUAL PROJECT. I UNDERSTAND THAT I'M STILL AT THE VERY BEGINNING OF THE PROCESS AND THE THERE MAY BE OTHER QUESTIONS SUCH AS HOW RUN THE LABVIEW EXAMPLES BASED ON MY OWN CAN DEVICE. SO MUCH!FANGFANG WANGEMAIL: FANGFW@UW.EDUCELL:9796762489  OTHER CAN DEVICE NI 9862"
CAN,LVDSC,CUSTOMER UPGRADED TO NEW VERSION AND IS NOW SAYING HE IS MISSING CAN FILES AND SUBVI'S LABVIEW BASE DEVELOPMENT SYSTEM VERSION 2013 
CAN,MultifunctionDAQ,"TRYING TO INSTALL AN NI-9853 DUAL CAN INTERFACE IN A CDAQ-9171 CHASSIS, MAX INDICATED CDAQ CONTAINS AN UNSUPPORTED CDAQ MODULE. LABVIEW FULL DEVELOPMENT SYSTEM VERSION 2013 CAN DEVICE NI-CAN"
CAN,GPIB,NI-MAX DOES NOT DISPLAY NI-CAN DEVICES LABVIEW FULL DEVELOPMENT SYSTEM VERSION 2013 SP1 CAN DEVICE NI-CAN
